NB;NAME;NAME_MOD;COUNTRY;LATITUDE;LONGITUDE;FOUNDATION;Mi;My;Pn;AUTH_ANC;AUTH_MOD;DOC1_Papers;DOC2_papers;DOC3_www;DOC4_www;WIKIPEDIA;PLEIADES;DARE;TRISMEGISTOS;TOPOSText;AM;PP;RE;SI;SU;PS;BW;QU;PL;MO;CN;SL;SH;SY;EX;LK;PH;HO;VM;FT;FP;QR;FO;SW
3175;Outlet of R Kaystros;Pamucak, near Selcuk, on R Kücük Menderes;TR: West;37,94290;27,28050; ;;;;;;;Stock (2013);;;https://en.wikipedia.org/wiki/K%C3%BC%C3%A7%C3%BCk_Menderes_River;http://pleiades.stoa.org/places/550492;;https://www.trismegistos.org/place/34436;https://topostext.org/place/380274WKau;m;;;X;;X;;;;;;;;;;;;;;;;;;
3175,1;Nova Civitas, Late Medieval port of Ephesos;Aqua Park Otel, near Selcuk;TR: West;37,92300;27,27520;500;;;;;;Külzer (2019);;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;
3176;Port of Phygela, Fygela, Pygela, Neapolis;Bayraklidede, near Tusan Beach Resort;TR: West;37,90870;27,27000;-1500;;X;;Livy, Hist, 37, 11;Flemming, Mauro, Hansen;Külzer (2019);Külzer (2016);;;https://en.wikipedia.org/wiki/Pygela;http://pleiades.stoa.org/places/599887;http://imperium.ahlfeldt.se/places/22782;https://www.trismegistos.org/place/34312;https://topostext.org/place/379273UPhy;a;;;;;X;;;;;;;;;;;;;;;;;;
3177;Marathesion ;Kusadasi South;TR: West;37,82930;27,25450;-550;;;;Scylax, Peripl;Hansen;;;;;https://en.wikipedia.org/wiki/Marathesium;http://pleiades.stoa.org/places/599784;http://imperium.ahlfeldt.se/places/29003;https://www.trismegistos.org/place/60926;https://topostext.org/place/378273PMar;a;;;;;X;;;;;;;;;;;;;;;;;;
3178;Anaia ;Kadikalesi;TR: West;37,79155;27,27024;-550;;;;Scylax, Peripl;Flemming, Hansen;Külzer (2019);;;;https://en.wikipedia.org/wiki/Annaea;http://pleiades.stoa.org/places/599490;http://imperium.ahlfeldt.se/places/28929;https://www.trismegistos.org/place/34294;https://topostext.org/place/378273PAna;a;;;;;;;;;;;;;;;;;;;;;;;
3179;Melle, Melia, port of  Panionion and Herakleion?;near Güzelcamli;TR: West;37,70960;27,22000;-750;;;;Scylax, Peripl;Flemming;Lohmann (2006);;;;https://en.wikipedia.org/wiki/G%C3%BCzel%C3%A7aml%C4%B1;http://pleiades.stoa.org/places/599795;http://imperium.ahlfeldt.se/places/29005;https://www.trismegistos.org/place/60941;https://topostext.org/place/377272UMel;a;;;;;X;;;;;;;;;;;;;;;;;;
3180;Mycale, Mykale Prom. Erasistratios? Charadrous? Phokaia? Akadamis?;"Dilek Daglari, Lohmann's western fort ""MYK 64"", Lesagha";TR: West;37,68071;27,07053;;;;;"Thucydides, Pelop, 8, 79 ; Scylax, Peripl";Blackman, Mauro;Lohmann (2006);;;;https://en.wikipedia.org/wiki/Mycale;http://pleiades.stoa.org/places/599805;http://imperium.ahlfeldt.se/places/41140;https://www.trismegistos.org/place/42605;https://topostext.org/place/377271LMyc;a;;;;;;;;;;;X;;;;;;;;;;;X;
3181;Glauke Limen;Dipburnu;TR: West;37,66440;27,00560;;;;;Thucydides, Pelop, 8, 79;;Lohmann (2007);;;;https://en.wikipedia.org/wiki/Glauke_(Ionia);http://pleiades.stoa.org/places/599626;http://imperium.ahlfeldt.se/places/28957;https://www.trismegistos.org/place/60925;https://topostext.org/place/377270UGla;a;;;;;X;;;;;;;;;;;;;;;;;;
3182;Port of Trogilion, Trogyllium Prom.;Port Saint Nikolao, near Cape Doganbey, Dip Burnu;TR: West;37,64909;27,01623;-550;;;;Bible, Acts (Byz), 20:15;;M. Wilson (2013);;;;https://en.wikipedia.org/wiki/Trogyllium;http://pleiades.stoa.org/places/599991;http://imperium.ahlfeldt.se/places/43411;https://www.trismegistos.org/place/60924;https://topostext.org/place/377270LTro;a;;;;;;;;;;;;;;;;;;;;;;;
3183;Thebai ;near Karina;TR: West;37,63430;27,14380;-750;;;;;Hansen;Lohmann (2006);;;;https://en.wikipedia.org/wiki/Thebes_(Ionia);http://pleiades.stoa.org/places/599970;http://imperium.ahlfeldt.se/places/43409;https://www.trismegistos.org/place/3627;https://topostext.org/place/376272UThe;m;;;;;;;;;;;;;;;;;;;;;;;
3184;Skolopoeis, on R Meander ;near Tuzburgazi;TR: West;37,62660;27,21370;-550;;;;;;Brueckner (2017);;;;https://en.wikipedia.org/wiki/Skolopoeis;http://pleiades.stoa.org/places/599940;http://imperium.ahlfeldt.se/places/30793;https://www.trismegistos.org/place/61467;https://topostext.org/place/376272USko;m;;;X;;;;;;;;;;;;;;;;;;;;
3185;Naulochos, on R Meander ;Atburgazi;TR: West;37,63910;27,24620;-550;;;;;Hansen;Brueckner (2017);;;;https://en.wikipedia.org/wiki/Naulochus_(Ionia);http://pleiades.stoa.org/places/599818;http://imperium.ahlfeldt.se/places/43408;;;m;;;X;;;;;;;;;;;;;;;;;;;;
3186;Priene, with two ports, on R Meander;Güllübahce on the silted up outlet of R Meandre, Meander;TR: West;37,65915;27,29666;-550;;;;"Scylax, Peripl ; EA 14, Lex Portorii Asiae ";Lehmann, Cohen, Flemming, Mauro, Hansen;Brueckner (2017);;;;https://en.wikipedia.org/wiki/Priene;http://pleiades.stoa.org/places/599905;http://imperium.ahlfeldt.se/places/21167;https://www.trismegistos.org/place/1915;https://topostext.org/place/377273PPri;a;;;X;;;;;;;;;;;;X;;;;;;;;
3187;Maiandros, on R Meander ;Söke?;TR: West;37,75230;27,41020;-550;;;;;;Brueckner (2017);;;;https://en.wikipedia.org/wiki/Maeandropolis;http://pleiades.stoa.org/places/599779;http://imperium.ahlfeldt.se/places/29001;https://www.trismegistos.org/place/34315;https://topostext.org/place/378274UMai;m;;;X;;;;;;;;;;;;;;;;;;;;
3188;Hybanda insula, on R Meander;Özbasi, former island now inland;TR: West;Hybanda insula;27,42640;-550;;;;;;Brueckner (2017);;;https://topostext.org/place/376275WMae;https://en.wikipedia.org/wiki/%C3%96zba%C5%9F%C4%B1,_S%C3%B6ke;https://pleiades.stoa.org/places/599650;;https://www.trismegistos.org/place/60942;https://topostext.org/place/376274IHyb;m;;;X;;;;;;;;;;;;;;;;;;;;
3189;Myus, Myonte, on R Meander ;near Afsar;TR: West;37,59660;27,42860;-550;;;;"Herodotus, Hist, 5, 36 ; Pausanias, Grece, 7, 2 ; Vitruvius, Architectura, 4, 1";Mauro, Hansen;Brueckner (2017);Vött (2015);;;https://en.wikipedia.org/wiki/Myus;http://pleiades.stoa.org/places/599813;http://imperium.ahlfeldt.se/places/29009;https://www.trismegistos.org/place/1403;https://topostext.org/place/376274PMyo;a;;;X;;;;;;;;;;;;;;;;;;;;
3190;Pyrra, on R Meander ;near Sarikemer;TR: West;37,56795;27,37075;-30;;;;;;Brueckner (2017);;;;https://en.wikipedia.org/wiki/Pyrrha_(Caria);http://pleiades.stoa.org/places/599915;http://imperium.ahlfeldt.se/places/43407;;;m;;;X;;;;;;;;;;;;;;;;;;;;
3191;Herakleia ad Latmos, Pleistarcheia, on R Meander  ;Kapikiri on Lake Bafa;TR: West;37,49740;27,52650;-550;;;;"Scylax, Peripl ; Strabo, Geogr, 14,1";Lehmann, Cohen, Flemming;Brueckner (2017);Akcer (2020);;;https://en.wikipedia.org/wiki/Heraclea_at_Latmus;http://pleiades.stoa.org/places/599640;http://imperium.ahlfeldt.se/places/21473;https://www.trismegistos.org/place/3615;https://topostext.org/place/375275PHer;a;;r;;-0,6;X;;X;;;;;;;;;;;;;;;;
3192;Ioniapolis, on R Meander ;Mersinet Iskelesi, near Pinarcik;TR: West;37,47750;27,48530;-330;;;;;;Brueckner (2017);;;;https://en.wikipedia.org/wiki/Ioniapolis;http://pleiades.stoa.org/places/599670;http://imperium.ahlfeldt.se/places/28968;;;m;;;;;;;;;;;;;;;;;;;;;;;
3193;Miletos main port, Dokimos Harbour, on R Meander ;Milet, Lion Harbour;TR: West;37,53170;27,27950;-3000;;;;"Herodotus, Hist, 6, 28 ; Thucydides, Pelop, 8, 17-25-100 ; Xenophon, Helleniques, 1, 5 ; Scylax, Peripl ; Strabo, Geogr, 14, 1 ; Arrian, Alexander, 1, 5 ; Plutarch, Caesar, 2 ; Bible, Acts, 20:15 ; Chariton, ""Chaereas and Callirhoe"" 3.2.11 ; EA 14, Lex Portorii Asiae ; THI 182 ; Biares' Milesian Inscription ; Stadiasmus, 293-295";Lehmann, Flemming, Tartaron, Mauro, Feuser;Brueckner (2014);Muellenhoff (2009);;;https://en.wikipedia.org/wiki/Miletus;http://pleiades.stoa.org/places/599799;http://imperium.ahlfeldt.se/places/21166;https://www.trismegistos.org/place/1375;https://topostext.org/place/375273PMil;a;;r;X;-0,8;;X;X;;;;;;;;X?;;;;;;;;
3194;Miletos archaic port, Minoan colony, archaic Mycenaean Millawanda, Milawata, archaic Land of Ahhiyawa? Tanaju? (other possible location is Mycenae), on R Meander ;Milet, Theater Harbour;TR: West;37,52970;27,27430;-2000;X;X;;"Scylax, Peripl ; Strabo, Geogr, 14, 1";Mauro, Sauvage, Feuser, Hansen;Brueckner (2014);Platon (2003);Sheppard Baird (2011);;https://en.wikipedia.org/wiki/Miletus;http://pleiades.stoa.org/places/599799;http://imperium.ahlfeldt.se/places/21166;https://www.trismegistos.org/place/1375;https://topostext.org/place/375273PMil;a;;;X;;;;;;;;;;;;;;;;;;;;
3195;Miletos, on R Meander ;Milet, Athena Harbour;TR: West;37,52984;27,27268;-750;;;;Strabo, Geogr, 14, 1;Mauro, Feuser;Brueckner (2014);Bouras (2016);;;https://en.wikipedia.org/wiki/Miletus;http://pleiades.stoa.org/places/599799;http://imperium.ahlfeldt.se/places/21166;https://www.trismegistos.org/place/1375;https://topostext.org/place/375273PMil;a;;;X;-0,5;;;;;;;;;;;;;;;;;;;
3196;Miletos commercial port;Milet, Humeitepe;TR: West;37,53370;27,28380;-750;;;;Strabo, Geogr, 14, 1;Mauro, Feuser;Brueckner (2014);Bouras (2016);Thurm (2021);http://antiquatedantiquarian.blogspot.fr/2015/04/the-minoans-international-trade.html;https://en.wikipedia.org/wiki/Miletus;http://pleiades.stoa.org/places/599799;http://imperium.ahlfeldt.se/places/21166;https://www.trismegistos.org/place/1375;https://topostext.org/place/375273PMil;a;;;X;;;;;;;;;;;;;;;;;;;;
3197;Miletos commercial port;Milet, Eastern Harbour;TR: West;37,52644;27,27992;-750;;;;Strabo, Geogr, 14, 1;Mauro, Feuser;Brueckner (2014);Bouras (2016);;;https://en.wikipedia.org/wiki/Miletus;http://pleiades.stoa.org/places/599799;http://imperium.ahlfeldt.se/places/21166;https://www.trismegistos.org/place/1375;https://topostext.org/place/375273PMil;a;;;X;;;;;;;;;;;;;;;;;;;;
3198;Miletos commercial port;Milet, Kalabek Tepe;TR: West;37,52400;27,26700;-750;;;;Strabo, Geogr, 14, 1;Mauro, Feuser;Brueckner (2014);;;;https://en.wikipedia.org/wiki/Miletus;http://pleiades.stoa.org/places/599800;http://imperium.ahlfeldt.se/places/21166;https://www.trismegistos.org/place/16066;https://topostext.org/place/368259PMin;a;;;X;;;;;;;;;;;;;;;;;;;;
3199;Lade, Lade, Lada insula, on R Meander ;now inland near Batiköy;TR: West;37,52678;27,22010; ;;;;"Herodotus, Hist, 6, 7 ; Thucydides, Pelop, 8, 17-24 ; Polybius, Hist, 16, 14";Mauro;Brueckner (2017);;;;https://fr.wikipedia.org/wiki/Lad%C3%A9;http://pleiades.stoa.org/places/599746;;https://www.trismegistos.org/place/60887;https://topostext.org/place/375272ILad;a;;;X;;;;;;;;;;;;;;;;;;;;
3199,1;Asteria insula, on R Meander ;now inland at Batiköy, Mezar Tepe;TR: West;37,53330;27,24220;;;;;;;Brueckner (2017);;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;
3200;Panormum Milesiorum, Panormos, Panhormos, port of Didymes, Didyma, Hieronda, Jeronda;Kovala Köyü, Mavisehir Mah.;TR: West;37,40383;27,22332;-550;;;;"Pausanias, Grece, 5, 7 ; Herodotus, Hist, 1, 157 ; Stadiasmus, 292";Lehmann, Tardieu;;;;;https://en.wikipedia.org/wiki/Panormus_(Caria);http://pleiades.stoa.org/places/599863;http://imperium.ahlfeldt.se/places/43406;https://www.trismegistos.org/place/61425;https://topostext.org/place/374272HPan;a;;rs;;;X;X;;;;;;;;;;;;;;;;;
3201;Posideion, Posidio Prom., Ankistron?;Tekagac Burnu;TR: West;37,34739;27,20787;-750;;;;Stadiasmus, 287 & 289;;;;;;;http://pleiades.stoa.org/places/599898;http://imperium.ahlfeldt.se/places/43405;;;a;;;;;X;;;;;;;;;;;;;;;;;;
3202;Port of Didymes, Didyma, Hieronda, Jeronda, archaic Branchidae;Didyma;TR: West;37,34984;27,28303;-1500;;X;;;Flemming;;;;;https://en.wikipedia.org/wiki/Didyma;http://pleiades.stoa.org/places/599593;http://imperium.ahlfeldt.se/places/22649;https://www.trismegistos.org/place/3679;https://topostext.org/place/374273SDid;m;;;;;X;;;;;;;;;;;;;;;;;;
3203;Teichiussa, Teikhiousa;Sapli Ada;TR: West;37,41210;27,41100;-550;;;;Thucydides, Pelop, 8, 26-28;Flemming;;;;;https://en.wikipedia.org/wiki/Teichiussa;http://pleiades.stoa.org/places/599957;http://imperium.ahlfeldt.se/places/30799;https://www.trismegistos.org/place/34317;https://topostext.org/place/374275UTei;a;;;;;X;;;;;;;;;;;;;;;;;;
3204;Iassos, Iasos, Bridas, Tyennessos, Minoan colony;Kiyikislacik;TR: West;37,27950;27,58450;-3000;X;X;;"Thucydides, Pelop, 8, 28 ; Strabo, Geogr, 14, 2 ; Livy, Hist, 37, 17 ; EA 14, Lex Portorii Asiae ; THI 13 ; Stadiasmus, 288";Lehmann, Cohen, Flemming, Blackman, Hansen;Momigliano (2009);Sheppard Baird (2011);http://antiquatedantiquarian.blogspot.fr/2015/04/the-minoans-international-trade.html;;https://en.wikipedia.org/wiki/Iasos;http://pleiades.stoa.org/places/599664;http://imperium.ahlfeldt.se/places/21191;https://www.trismegistos.org/place/871;https://topostext.org/place/373276UIas;a;p;rs;;;X;X;;;;;;;;;;;;;;;;;
3205;Passala, Mylasseorum navale, port of Mylas;Sakiz, Bodrum airport;TR: West;37,25000;27,65000;-30;;;;"Stephanus, Ethnica ; Stadiasmus, 291";Flemming;;;;;https://en.wikipedia.org/wiki/Passala;http://pleiades.stoa.org/places/599870;http://imperium.ahlfeldt.se/places/29027;https://www.trismegistos.org/place/16154;https://topostext.org/place/373276UPas;a;;;X;;;;;;;;;;;;;;;;;;;;
3206;Bargylia, Bargyla, Bargulia, Barcylos, port of Mylasa, Milas ;Varvil, near Bogazici;TR: West;37,19377;27,58968;-550;;;;"Pausanias, Grece, 8, 10 ; EA 14, Lex Portorii Asiae ; Stadiasmus, 286";Lehmann, Flemming, Hansen;;;;;https://en.wikipedia.org/wiki/Bargylia;http://pleiades.stoa.org/places/599550;http://imperium.ahlfeldt.se/places/21189;https://www.trismegistos.org/place/401;https://topostext.org/place/372276UBar;a;;r;X;;X;;X;;;;;;;;;;;;;;;;
3207;Karyanda on the isle of Caryande ;Isle of Salih Adasi;TR: West;37,15966;27,53457;-550;;;;"Scylax, Peripl ; Strabo, Geogr, 14, 2";Flemming, Mauro, Hansen;;;;;https://en.wikipedia.org/wiki/Salih_Ada;http://pleiades.stoa.org/places/599695;http://imperium.ahlfeldt.se/places/28971;https://www.trismegistos.org/place/3409;https://topostext.org/place/372275PKar;a;;r;;;X;X;;;;;;;;;;;;;;;;;
3208;;Küyücak;TR: West;37,15357;27,55924; ;;;;;AdG;;;;;;;;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
3209;;Siralik ;TR: West;37,12620;27,53940;-330;;;;;;;;;;;http://pleiades.stoa.org/places/599937;http://imperium.ahlfeldt.se/places/30791;;;m;;;;;X;;;;;;;;;;;;;;;;;;
3210;Panormo Caryandae, Karyanda, Neapolis ;Türkbükü, Gölköy, with Mycenaean tomb at Dirmil/Gökcebel, 3 km E of modern marina;TR: West;37,12300;27,37800;-1100;;X;;"Strabo, Geogr, 14, 2 ; Stadiasmus, 285 & 287";;Carstens (2011);;;;https://en.wikipedia.org/wiki/Caryanda;http://pleiades.stoa.org/places/599693;http://imperium.ahlfeldt.se/places/28972;;https://topostext.org/place/371274PKar;a;;;;;X;;;;;;;;;;;;;;;;;;
3211;Ouranion ;SE Yalikavak, Karain tepe - Geris;TR: West;37,09220;27,27110;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Uranium_(Caria);http://pleiades.stoa.org/places/599842;http://imperium.ahlfeldt.se/places/29020;https://www.trismegistos.org/place/34220;https://topostext.org/place/371273UOur;m;;;;;X;;;;;;;;;;;;;;;;;;
3212;;Koyunbaba, ancient quarry;TR: West;37,08120;27,24970;;;;;;;Dumankaya (2015);;;;;;;;;m;;;;;;;;;X;;;;;;;;;;;;X;;
3213;"Myndus, Myndos ""West Harbour""";Gümüslük, Bati Limani;TR: West;37,06067;27,22995;-550;;;;;;Sahin (2014b);;;;https://en.wikipedia.org/wiki/Myndus;http://pleiades.stoa.org/places/599811;http://imperium.ahlfeldt.se/places/21430;https://www.trismegistos.org/place/1401;https://topostext.org/place/371272UMyn;m;;rs;;-0,6;;X;;;;;;;;;;;;;;;;;
3214;"Myndus, Myndos ""East Harbour""";Gümüslük, Dogu Limani;TR: West;37,05476;27,23331;-1400;;X;;"Strabo, Geogr, 14, 2 ; Scylax, Peripl ; Appian, Guerres civiles, 4, 9 ; EA 14, Lex Portorii Asiae ; Stadiasmus, 276 & 272";Lehmann, Flemming, Mauro;Gündüz (2016);Dumankaya (2015);Sahin (2014);http://www.messagetoeagle.com/the-mycenaeans-ancient-legacy-artifacts-discovered-on-the-bodrum-peninsula-turkey/;https://en.wikipedia.org/wiki/Myndus;http://pleiades.stoa.org/places/599811;http://imperium.ahlfeldt.se/places/21430;https://www.trismegistos.org/place/1401;https://topostext.org/place/371272UMyn;a;;r;;X;X;X;X;;;;;;;;X?;;;;;;;;
3215;Palaia Myndos ;Bozdag, near Kadikalesi;TR: West;37,03140;27,25910;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Palaemyndus;http://pleiades.stoa.org/places/599845;http://imperium.ahlfeldt.se/places/29021;https://www.trismegistos.org/place/61462;https://topostext.org/place/370273UPal;m;;;;;X;;;;;;;;;;;;;;;;;;
3216;Kymnissa;Akce Köy;TR: West;37,00860;27,27350;-30;;;;;Famous Roman shipwreck at Yassıada Adasi island;;;;;https://en.wikipedia.org/wiki/Kymnissa;http://pleiades.stoa.org/places/599738;http://imperium.ahlfeldt.se/places/28988;;;m;;;;-0,5;X;;;;;;;;;;;;;;;;;;X
3217;Strobilos, port of Termera;Aspat, with Mycenaean tombs at Assarlik at 3 km NW;TR: West;36,98090;27,31750;-1100;;X;;;Hansen;Carstens (2011);;;;https://en.wikipedia.org/wiki/Strobilos;http://pleiades.stoa.org/places/599531;http://imperium.ahlfeldt.se/places/28937;;;m;;;;;X;;;;;;;;;;;;;;;;;;
3218;Halicarnassus, port of Pedasa, Zephyrion, Odysseus' stopover on the isle of the Cyclops possibly in this area;Bodrum, small naval base inside modern marina? with Mycenaean settlement at Ortakent-Müsgebi;TR: West;37,03395;27,42900;-3000;;X;;"Homer, Odyssey, 9, 136 ; Thucydides, Pelop, 8, 42 ; Scylax, Peripl ; Vitruvius, Architectura, 2, 8 ; EA 14, Lex Portorii Asiae ; Stadiasmus, 275";Lehmann, Flemming, Loven, Blackman, Mauro, Peyrous, Hansen;Özdas (2016);;SDU (2017);http://www.messagetoeagle.com/the-mycenaeans-ancient-legacy-artifacts-discovered-on-the-bodrum-peninsula-turkey/;https://en.wikipedia.org/wiki/Halicarnassus;http://pleiades.stoa.org/places/599999;http://imperium.ahlfeldt.se/places/21187;https://www.trismegistos.org/place/732;https://topostext.org/place/370274PHal;a;;rs;;;X;X;;;;;;;;;X;;;;;;;;
3219;Halicarnassus, Portus Secretus?;Bodrum, south of fort;TR: West;37,03030;27,42850;-550;;;;"Scylax, Peripl ; Vitruvius, Architectura, 2, 8 ; EA 14, Lex Portorii Asiae ; Stadiasmus, 275";Blackman;;;SDU (2017);;https://en.wikipedia.org/wiki/Halicarnassus;http://pleiades.stoa.org/places/600000;http://imperium.ahlfeldt.se/places/21187;https://www.trismegistos.org/place/732;https://topostext.org/place/370274PHal;a;;rs;;;X;X;;;;;X?;X?;;;X?;;;;;;;;
3220;Halicarnassus, large commercial port? ;Bodrum, east of fort;TR: West;37,03200;27,43170;-550;;;;"Thucydides, Pelop, 8, 42 ; Scylax, Peripl ; Vitruvius, Architectura, 2, 8 ; EA 14, Lex Portorii Asiae ; Stadiasmus, 275";;;;SDU (2017);;https://en.wikipedia.org/wiki/Halicarnassus;http://pleiades.stoa.org/places/600001;http://imperium.ahlfeldt.se/places/21187;https://www.trismegistos.org/place/732;https://topostext.org/place/370274PHal;a;;;;;X;;;;;;;;;;;;;;;;;;
3220,1;Arkonnesos, Arconnesus insula;Kara Ada island;TR: West;36,97390;27,46250;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Kara_Ada_(Bodrum);http://pleiades.stoa.org/places/599518;http://imperium.ahlfeldt.se/places/41363;https://www.trismegistos.org/place/60884;https://topostext.org/place/370275IArk;m;;;;;;;;;;;;;;;;;;;;;;;
3221;Amynanda ;Alakisla Yalisi, Alakisla;TR: West;37,00200;27,64610;-550;;;;;Hansen, 6th c. BC shipwreck at Pabuc Burnu;Ruggieri (1998);;;;https://en.wikipedia.org/wiki/Amynanda;http://pleiades.stoa.org/places/599488;http://imperium.ahlfeldt.se/places/28928;;;m;;rs;;;;;;;;;;;;;;;;;;;;;X
3222;Port of Pargasa, Bargasa ;Cökertme? near Gökbel;TR: West;37,00340;27,79230;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Bargasa;http://pleiades.stoa.org/places/599866;http://imperium.ahlfeldt.se/places/21434;https://www.trismegistos.org/place/42372;https://topostext.org/place/370278UPar;m;;;;;X;;;;;;;;;;;;;;;;;;
3223;Ceramus, Keramos ;Ören;TR: West;37,03760;27,95260;-550;;;;"Xenophon, Helleniques, 1, 4 ; EA 14, Lex Portorii Asiae ";Flemming, Hansen;;;;;https://en.wikipedia.org/wiki/Ceramus;http://pleiades.stoa.org/places/599707;http://imperium.ahlfeldt.se/places/21482;https://www.trismegistos.org/place/3703;https://topostext.org/place/370280UKer;a;;;;;;;;;;;;;;;;;;;;;;;
3224;;Hayitli ;TR: West;37,04300;28,24330;-330;;;;;;;;;;;http://pleiades.stoa.org/places/599639;http://imperium.ahlfeldt.se/places/28960;;;m;;;;;;;;;;;;;;;;;;;;;;;
3225;Port of Idyma ;Akyaka, inside the gulf of Gökova;TR: West;37,04550;28,32042;-550;;;;;Hansen;;;;;https://en.wikipedia.org/wiki/Idyma;http://pleiades.stoa.org/places/599666;http://imperium.ahlfeldt.se/places/23695;https://www.trismegistos.org/place/34206;https://topostext.org/place/371284UIdy;m;;;;;X;;;;;;;;;;;;;;;;;;
3226;;Ferek;TR: West;37,01690;28,32150;-330;;;;;;;;;;;http://pleiades.stoa.org/places/599619;http://imperium.ahlfeldt.se/places/28954;;;m;;;;;;;;;;;;;;;;;;;;;;;
3227;Kallipolis, port of Euthane?;Camli, Gökova Limani;TR: West;36,99130;28,27230;-550;;;;Mela, Geogr, 1, 16;;;;;;https://en.wikipedia.org/wiki/Callipolis_(Caria);http://pleiades.stoa.org/places/599682;http://imperium.ahlfeldt.se/places/23698;https://www.trismegistos.org/place/57181;https://topostext.org/place/370283UKal;a;;;;;X;;;;;;;;;;;;;;;;;;
3228;Kedreai, Cedreae, Cedrae insula;Isle of Sedir Adasi, Sehiroglu, inside the gulf of Gökova;TR: West;36,99370;28,20550;-550;;;;;Lehmann, Flemming, Hansen;Usman (1994);;;;https://en.wikipedia.org/wiki/Cedreae;http://pleiades.stoa.org/places/599702;http://imperium.ahlfeldt.se/places/21431;https://www.trismegistos.org/place/34196;https://topostext.org/place/370282UKed;m;;rs;;;X;X;;;;;;;;;;;;;;;;;
3229;Amnista, port of Euthane?;Sögüt, near Karaca;TR: West;36,94560;28,18520;-330;;;;Mela, Geogr, 1, 16;;;;;;https://en.wikipedia.org/wiki/Amnista;http://pleiades.stoa.org/places/599483;http://imperium.ahlfeldt.se/places/28927;https://www.trismegistos.org/place/34229;https://topostext.org/place/369282UAmn;a;;;;;X;;;;;;;;;;;;;;;;;;
3230;;Okluk Köyü, inside Degirmen Bükü;TR: West;36,92055;28,17160; ;;;;;AdG;;;;;;;;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
3231;;Ingilizi Limani, inside Degirmen Bükü;TR: West;36,92347;28,15691; ;;;;;AdG;;;;;;;;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
3232;;Kapicikada Tepesi ;TR: West;36,82590;28,05250; ;;;;;;Held (2021);;;;;;;;;m;;rs;;;X;;X;;;;;;;;;;;;;;;;
3233;;Büyük Cati;TR: West;36,79008;28,01256; ;;;;;AdG;;;;;;;;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
3234;Knidos, Cnidus, naval base, ancient Triopion;Cnide West, former isle of Triopion now connected to mainland, Cape Kriou;TR: West;36,68629;27,37182;-330;X?;;;"Thucydides, Pelop, 8, 42-43 ; Diodorus, Hist, 14, 21 ; Bible, Acts, 27:7 ; Strabo, Geogr, 14, 2 ; Mela, Geogr, 1, 16 ; Plutarch, Cimon, 12 ; EA 14 ; Lex Portorii Asiae ; Stadiasmus, 274 & 272";Lehmann, Flemming, Blackman, Christiansen, Trethewey, Mauro;Mauro (2022);;Sheppard Baird (2011);;https://en.wikipedia.org/wiki/Knidos;http://pleiades.stoa.org/places/599576;http://imperium.ahlfeldt.se/places/21190;https://www.trismegistos.org/place/1121;https://topostext.org/place/367274PKni;a;;rs;X;;X;;X;;X;X;X;;X;;X;X?;;;;;;;
